month,region,country,no_of_visitor_arrivals,year
11,Asia,Hong Kong,18583,2001
11,Asia,"China, People's Republic Of",41208,2001
11,Asia,Taiwan,15219,2001
11,Asia,"Korea, Republic Of",29452,2001
11,Asia,India,24792,2001
11,Asia,Pakistan,437,2001
11,Asia,"Sri Lanka, Republic Of",4085,2001
11,Asia,Saudi Arabia,305,2001
11,Asia,Kuwait,133,2001
11,Asia,United Arab Emirates,1010,2001
11,Europe,United Kingdom,38748,2001
11,Europe,Germany,14577,2001
11,Europe,France,5088,2001
11,Europe,Italy,1839,2001
11,Europe,Netherlands,5741,2001
11,Europe,Greece,634,2001
11,Europe,Belgium-luxembourg,2010,2001
11,Europe,Switzerland,4162,2001
11,Europe,Austria,1358,2001
11,Europe,Scandinavia,6844,2001
11,Europe,CIS & Eastern Europe,3981,2001
11,Americas,USA,23970,2001
11,Americas,Canada,5347,2001
11,Oceania,Australia,38329,2001
11,Oceania,New Zealand,5692,2001
12,Asia,Brunei,6414,2001
12,Asia,Indonesia,183118,2001
12,Asia,Malaysia,55216,2001
12,Asia,Philippines,16414,2001
12,Asia,Thailand,20177,2001
12,Asia,Vietnam,2504,2001
12,Asia,Myanmar,1949,2001
12,Asia,Japan,43483,2001
12,Asia,Hong Kong,22124,2001
12,Asia,"China, People's Republic Of",48080,2001
12,Asia,Taiwan,17709,2001
12,Asia,"Korea, Republic Of",27400,2001
12,Asia,India,27429,2001
12,Asia,Pakistan,439,2001
12,Asia,"Sri Lanka, Republic Of",5134,2001
12,Asia,Saudi Arabia,720,2001
12,Asia,Kuwait,245,2001
12,Asia,United Arab Emirates,1767,2001
12,Europe,United Kingdom,40163,2001
12,Europe,Germany,11231,2001
12,Europe,France,4964,2001
12,Europe,Italy,1944,2001
12,Europe,Netherlands,5877,2001
12,Europe,Greece,900,2001
12,Europe,Belgium-luxembourg,1529,2001
12,Europe,Switzerland,4235,2001
12,Europe,Austria,937,2001
12,Europe,Scandinavia,7107,2001
12,Europe,CIS & Eastern Europe,4773,2001
12,Americas,USA,28188,2001
12,Americas,Canada,6077,2001
12,Oceania,Australia,41200,2001
12,Oceania,New Zealand,6044,2001
1,Asia,Brunei,4031,2002
1,Asia,Indonesia,105008,2002
1,Asia,Malaysia,40207,2002
1,Asia,Philippines,13518,2002
1,Asia,Thailand,18648,2002
1,Asia,Vietnam,2536,2002
1,Asia,Myanmar,2048,2002
1,Asia,Japan,47447,2002
1,Asia,Hong Kong,16630,2002
1,Asia,"China, People's Republic Of",50303,2002
1,Asia,Taiwan,18995,2002
1,Asia,"Korea, Republic Of",38613,2002
1,Asia,India,24841,2002
1,Asia,Pakistan,705,2002
1,Asia,"Sri Lanka, Republic Of",4351,2002
1,Asia,Saudi Arabia,385,2002
1,Asia,Kuwait,431,2002
1,Asia,United Arab Emirates,1551,2002
1,Europe,United Kingdom,44699,2002
1,Europe,Germany,12520,2002
1,Europe,France,5454,2002
1,Europe,Italy,2141,2002
1,Europe,Netherlands,5847,2002
1,Europe,Greece,962,2002
1,Europe,Belgium-luxembourg,1617,2002
1,Europe,Switzerland,4272,2002
1,Europe,Austria,1106,2002
1,Europe,Scandinavia,8517,2002
1,Europe,CIS & Eastern Europe,5998,2002
1,Americas,USA,28906,2002
1,Americas,Canada,6833,2002
1,Oceania,Australia,47549,2002
1,Oceania,New Zealand,6857,2002
2,Asia,Brunei,4090,2002
2,Asia,Indonesia,90150,2002
2,Asia,Malaysia,43635,2002
2,Asia,Philippines,13668,2002
2,Asia,Thailand,17579,2002
2,Asia,Vietnam,2987,2002
2,Asia,Myanmar,1367,2002
2,Asia,Japan,49583,2002
2,Asia,Hong Kong,26760,2002
2,Asia,"China, People's Republic Of",81649,2002
2,Asia,Taiwan,21463,2002
2,Asia,"Korea, Republic Of",30745,2002
2,Asia,India,21446,2002
2,Asia,Pakistan,452,2002
2,Asia,"Sri Lanka, Republic Of",3720,2002
2,Asia,Saudi Arabia,489,2002
2,Asia,Kuwait,459,2002
2,Asia,United Arab Emirates,1289,2002
2,Europe,United Kingdom,44836,2002
2,Europe,Germany,13124,2002
2,Europe,France,7060,2002
2,Europe,Italy,2487,2002
2,Europe,Netherlands,5411,2002
2,Europe,Greece,859,2002
2,Europe,Belgium-luxembourg,1855,2002
2,Europe,Switzerland,3973,2002
2,Europe,Austria,1182,2002
2,Europe,Scandinavia,8487,2002
2,Europe,CIS & Eastern Europe,4544,2002
2,Americas,USA,27918,2002
2,Americas,Canada,6408,2002
2,Oceania,Australia,34828,2002
2,Oceania,New Zealand,4518,2002
3,Asia,Brunei,4517,2002
3,Asia,Indonesia,114203,2002
3,Asia,Malaysia,44116,2002
3,Asia,Philippines,20245,2002
3,Asia,Thailand,22804,2002
3,Asia,Vietnam,2704,2002
3,Asia,Myanmar,1768,2002
3,Asia,Japan,68549,2002
3,Asia,Hong Kong,24043,2002
3,Asia,"China, People's Republic Of",42728,2002
3,Asia,Taiwan,16038,2002
3,Asia,"Korea, Republic Of",38393,2002
3,Asia,India,29162,2002
3,Asia,Pakistan,774,2002
3,Asia,"Sri Lanka, Republic Of",4437,2002
3,Asia,Saudi Arabia,422,2002
3,Asia,Kuwait,251,2002
3,Asia,United Arab Emirates,1378,2002
3,Europe,United Kingdom,51015,2002
3,Europe,Germany,17412,2002
3,Europe,France,6981,2002
3,Europe,Italy,3137,2002
3,Europe,Netherlands,6054,2002
3,Europe,Greece,1096,2002
3,Europe,Belgium-luxembourg,2507,2002
3,Europe,Switzerland,4480,2002
3,Europe,Austria,1495,2002
3,Europe,Scandinavia,9754,2002
3,Europe,CIS & Eastern Europe,4672,2002
3,Americas,USA,30479,2002
3,Americas,Canada,6751,2002
3,Oceania,Australia,42579,2002
3,Oceania,New Zealand,6093,2002
4,Asia,Brunei,5508,2002
4,Asia,Indonesia,98809,2002
4,Asia,Malaysia,47413,2002
4,Asia,Philippines,20192,2002
4,Asia,Thailand,30425,2002
4,Asia,Vietnam,3328,2002
4,Asia,Myanmar,2086,2002
4,Asia,Japan,49149,2002
4,Asia,Hong Kong,21771,2002
4,Asia,"China, People's Republic Of",63880,2002
4,Asia,Taiwan,17554,2002
4,Asia,"Korea, Republic Of",32704,2002
4,Asia,India,28644,2002
4,Asia,Pakistan,794,2002
4,Asia,"Sri Lanka, Republic Of",5820,2002
4,Asia,Saudi Arabia,480,2002
4,Asia,Kuwait,221,2002
4,Asia,United Arab Emirates,1256,2002
4,Europe,United Kingdom,38055,2002
4,Europe,Germany,15166,2002
4,Europe,France,6894,2002
4,Europe,Italy,3489,2002
4,Europe,Netherlands,5885,2002
4,Europe,Greece,981,2002
4,Europe,Belgium-luxembourg,1728,2002
4,Europe,Switzerland,3929,2002
4,Europe,Austria,1308,2002
4,Europe,Scandinavia,7078,2002
4,Europe,CIS & Eastern Europe,4108,2002
4,Americas,USA,24640,2002
4,Americas,Canada,4903,2002
4,Oceania,Australia,45350,2002
4,Oceania,New Zealand,6945,2002
5,Asia,Brunei,4283,2002
5,Asia,Indonesia,99719,2002
5,Asia,Malaysia,49524,2002
5,Asia,Philippines,21424,2002
5,Asia,Thailand,24040,2002
5,Asia,Vietnam,2980,2002
5,Asia,Myanmar,1698,2002
5,Asia,Japan,50563,2002
5,Asia,Hong Kong,23490,2002
5,Asia,"China, People's Republic Of",56486,2002
5,Asia,Taiwan,16570,2002
5,Asia,"Korea, Republic Of",27807,2002
5,Asia,India,48463,2002
5,Asia,Pakistan,870,2002
5,Asia,"Sri Lanka, Republic Of",4496,2002
5,Asia,Saudi Arabia,296,2002
5,Asia,Kuwait,217,2002
5,Asia,United Arab Emirates,1215,2002
5,Europe,United Kingdom,27613,2002
5,Europe,Germany,11548,2002
5,Europe,France,5668,2002
5,Europe,Italy,2334,2002
5,Europe,Netherlands,5091,2002
5,Europe,Greece,880,2002
5,Europe,Belgium-luxembourg,1517,2002
5,Europe,Switzerland,3423,2002
5,Europe,Austria,829,2002
5,Europe,Scandinavia,5067,2002
5,Europe,CIS & Eastern Europe,3819,2002
5,Americas,USA,26403,2002
5,Americas,Canada,4788,2002
5,Oceania,Australia,45050,2002
5,Oceania,New Zealand,8164,2002
6,Asia,Brunei,5132,2002
6,Asia,Indonesia,116715,2002
6,Asia,Malaysia,44066,2002
6,Asia,Philippines,16442,2002
6,Asia,Thailand,22060,2002
6,Asia,Vietnam,3989,2002
6,Asia,Myanmar,2060,2002
6,Asia,Japan,54892,2002
6,Asia,Hong Kong,22965,2002
6,Asia,"China, People's Republic Of",41186,2002
6,Asia,Taiwan,17251,2002
6,Asia,"Korea, Republic Of",27519,2002
6,Asia,India,40405,2002
6,Asia,Pakistan,1015,2002
6,Asia,"Sri Lanka, Republic Of",3988,2002
6,Asia,Saudi Arabia,504,2002
6,Asia,Kuwait,473,2002
6,Asia,United Arab Emirates,1668,2002
6,Europe,United Kingdom,28193,2002
6,Europe,Germany,9132,2002
6,Europe,France,4744,2002
6,Europe,Italy,2368,2002
6,Europe,Netherlands,4779,2002
6,Europe,Greece,1163,2002
6,Europe,Belgium-luxembourg,1418,2002
6,Europe,Switzerland,2649,2002
6,Europe,Austria,751,2002
6,Europe,Scandinavia,5753,2002
6,Europe,CIS & Eastern Europe,3122,2002
6,Americas,USA,28614,2002
6,Americas,Canada,4175,2002
6,Oceania,Australia,48334,2002
6,Oceania,New Zealand,10113,2002
7,Asia,Brunei,4915,2002
7,Asia,Indonesia,139889,2002
7,Asia,Malaysia,41200,2002
7,Asia,Philippines,13947,2002
7,Asia,Thailand,21246,2002
7,Asia,Vietnam,4519,2002
7,Asia,Myanmar,2052,2002
7,Asia,Japan,66566,2002
7,Asia,Hong Kong,26488,2002
7,Asia,"China, People's Republic Of",51147,2002
7,Asia,Taiwan,25238,2002
7,Asia,"Korea, Republic Of",32353,2002
7,Asia,India,28163,2002
7,Asia,Pakistan,1339,2002
7,Asia,"Sri Lanka, Republic Of",4417,2002
7,Asia,Saudi Arabia,1194,2002
7,Asia,Kuwait,1760,2002
7,Asia,United Arab Emirates,3535,2002
7,Europe,United Kingdom,33840,2002
7,Europe,Germany,11440,2002
7,Europe,France,6598,2002
7,Europe,Italy,3560,2002
7,Europe,Netherlands,7351,2002
7,Europe,Greece,1481,2002
7,Europe,Belgium-luxembourg,2202,2002
7,Europe,Switzerland,3792,2002
7,Europe,Austria,1527,2002
7,Europe,Scandinavia,7736,2002
7,Europe,CIS & Eastern Europe,4496,2002
7,Americas,USA,29790,2002
7,Americas,Canada,5771,2002
7,Oceania,Australia,54252,2002
7,Oceania,New Zealand,10875,2002
8,Asia,Brunei,6290,2002
8,Asia,Indonesia,105888,2002
8,Asia,Malaysia,40172,2002
8,Asia,Philippines,13951,2002
8,Asia,Thailand,21075,2002
8,Asia,Vietnam,4085,2002
8,Asia,Myanmar,2144,2002
8,Asia,Japan,85655,2002
8,Asia,Hong Kong,26513,2002
8,Asia,"China, People's Republic Of",62699,2002
8,Asia,Taiwan,22147,2002
8,Asia,"Korea, Republic Of",39236,2002
8,Asia,India,27263,2002
8,Asia,Pakistan,906,2002
8,Asia,"Sri Lanka, Republic Of",5261,2002
8,Asia,Saudi Arabia,993,2002
8,Asia,Kuwait,2270,2002
8,Asia,United Arab Emirates,3638,2002
8,Europe,United Kingdom,37921,2002
8,Europe,Germany,12441,2002
8,Europe,France,8144,2002
8,Europe,Italy,6671,2002
8,Europe,Netherlands,6388,2002
8,Europe,Greece,1759,2002
8,Europe,Belgium-luxembourg,1948,2002
8,Europe,Switzerland,3296,2002
8,Europe,Austria,1459,2002
8,Europe,Scandinavia,5154,2002
8,Europe,CIS & Eastern Europe,3924,2002
8,Americas,USA,27730,2002
8,Americas,Canada,5611,2002
8,Oceania,Australia,43873,2002
8,Oceania,New Zealand,9291,2002
9,Asia,Brunei,4529,2002
9,Asia,Indonesia,102876,2002
9,Asia,Malaysia,48193,2002
9,Asia,Philippines,13613,2002
9,Asia,Thailand,19413,2002
9,Asia,Vietnam,3087,2002
9,Asia,Myanmar,1775,2002
9,Asia,Japan,77884,2002
9,Asia,Hong Kong,18914,2002
9,Asia,"China, People's Republic Of",47217,2002
9,Asia,Taiwan,13553,2002
9,Asia,"Korea, Republic Of",21472,2002
9,Asia,India,27878,2002
9,Asia,Pakistan,964,2002
9,Asia,"Sri Lanka, Republic Of",4303,2002
9,Asia,Saudi Arabia,467,2002
9,Asia,Kuwait,411,2002
9,Asia,United Arab Emirates,1367,2002
9,Europe,United Kingdom,33792,2002
9,Europe,Germany,13281,2002
9,Europe,France,5038,2002
9,Europe,Italy,3017,2002
9,Europe,Netherlands,5825,2002
9,Europe,Greece,1089,2002
9,Europe,Belgium-luxembourg,1677,2002
9,Europe,Switzerland,3285,2002
9,Europe,Austria,1097,2002
9,Europe,Scandinavia,5225,2002
9,Europe,CIS & Eastern Europe,3732,2002
9,Americas,USA,23507,2002
9,Americas,Canada,4514,2002
9,Oceania,Australia,52309,2002
9,Oceania,New Zealand,10730,2002
10,Asia,Brunei,5100,2002
10,Asia,Indonesia,117010,2002
10,Asia,Malaysia,44455,2002
10,Asia,Philippines,16762,2002
10,Asia,Thailand,25699,2002
10,Asia,Vietnam,3865,2002
10,Asia,Myanmar,1799,2002
10,Asia,Japan,58489,2002
10,Asia,Hong Kong,21025,2002
10,Asia,"China, People's Republic Of",57693,2002
10,Asia,Taiwan,15730,2002
10,Asia,"Korea, Republic Of",28827,2002
10,Asia,India,33223,2002
10,Asia,Pakistan,1157,2002
10,Asia,"Sri Lanka, Republic Of",4480,2002
10,Asia,Saudi Arabia,411,2002
10,Asia,Kuwait,289,2002
10,Asia,United Arab Emirates,1276,2002
10,Europe,United Kingdom,37735,2002
10,Europe,Germany,15678,2002
10,Europe,France,5707,2002
10,Europe,Italy,2638,2002
10,Europe,Netherlands,7001,2002
10,Europe,Greece,844,2002
10,Europe,Belgium-luxembourg,1716,2002
10,Europe,Switzerland,3938,2002
10,Europe,Austria,1281,2002
10,Europe,Scandinavia,7270,2002
10,Europe,CIS & Eastern Europe,3932,2002
10,Americas,USA,26044,2002
10,Americas,Canada,5553,2002
10,Oceania,Australia,50054,2002
10,Oceania,New Zealand,8364,2002
11,Asia,Brunei,4599,2002
11,Asia,Indonesia,105571,2002
11,Asia,Malaysia,48399,2002
11,Asia,Philippines,15188,2002
11,Asia,Thailand,19006,2002
11,Asia,Vietnam,3075,2002
11,Asia,Myanmar,1696,2002
11,Asia,Japan,54294,2002
11,Asia,Hong Kong,17425,2002
11,Asia,"China, People's Republic Of",56422,2002
11,Asia,Taiwan,11981,2002
11,Asia,"Korea, Republic Of",28758,2002
11,Asia,India,35137,2002
11,Asia,Pakistan,840,2002
11,Asia,"Sri Lanka, Republic Of",3876,2002
11,Asia,Saudi Arabia,409,2002
11,Asia,Kuwait,88,2002
11,Asia,United Arab Emirates,998,2002
11,Europe,United Kingdom,39484,2002
11,Europe,Germany,14924,2002
11,Europe,France,5202,2002
11,Europe,Italy,2418,2002
11,Europe,Netherlands,6358,2002
11,Europe,Greece,734,2002
11,Europe,Belgium-luxembourg,2025,2002
11,Europe,Switzerland,4122,2002
11,Europe,Austria,1472,2002
11,Europe,Scandinavia,6944,2002
11,Europe,CIS & Eastern Europe,4221,2002
11,Americas,USA,25976,2002
11,Americas,Canada,6043,2002
11,Oceania,Australia,35907,2002
11,Oceania,New Zealand,5964,2002
12,Asia,Brunei,7053,2002
12,Asia,Indonesia,197159,2002
12,Asia,Malaysia,57267,2002
12,Asia,Philippines,16609,2002
12,Asia,Thailand,21870,2002
12,Asia,Vietnam,3493,2002
12,Asia,Myanmar,1844,2002
12,Asia,Japan,60338,2002
12,Asia,Hong Kong,19941,2002
12,Asia,"China, People's Republic Of",58683,2002
12,Asia,Taiwan,12796,2002
12,Asia,"Korea, Republic Of",24591,2002
12,Asia,India,31003,2002
12,Asia,Pakistan,753,2002
12,Asia,"Sri Lanka, Republic Of",5540,2002
12,Asia,Saudi Arabia,702,2002
12,Asia,Kuwait,243,2002
12,Asia,United Arab Emirates,1609,2002
12,Europe,United Kingdom,41326,2002
12,Europe,Germany,10838,2002
12,Europe,France,4661,2002
12,Europe,Italy,2477,2002
12,Europe,Netherlands,5658,2002
12,Europe,Greece,953,2002
12,Europe,Belgium-luxembourg,1531,2002
12,Europe,Switzerland,4071,2002
12,Europe,Austria,1137,2002
12,Europe,Scandinavia,7946,2002
12,Europe,CIS & Eastern Europe,4886,2002
12,Americas,USA,27644,2002
12,Americas,Canada,6593,2002
12,Oceania,Australia,38293,2002
12,Oceania,New Zealand,6188,2002
1,Asia,Brunei,4190,2003
1,Asia,Indonesia,128385,2003
1,Asia,Malaysia,41067,2003
1,Asia,Philippines,14438,2003
1,Asia,Thailand,19668,2003
1,Asia,Vietnam,2657,2003
1,Asia,Myanmar,1807,2003
1,Asia,Japan,53131,2003
1,Asia,Hong Kong,17336,2003
1,Asia,"China, People's Republic Of",62454,2003
1,Asia,Taiwan,15826,2003
1,Asia,"Korea, Republic Of",34976,2003
1,Asia,India,27325,2003
1,Asia,Pakistan,825,2003
1,Asia,"Sri Lanka, Republic Of",4245,2003
1,Asia,Saudi Arabia,350,2003
1,Asia,Kuwait,361,2003
1,Asia,United Arab Emirates,1303,2003
1,Europe,United Kingdom,48040,2003
1,Europe,Germany,12541,2003
1,Europe,France,5218,2003
1,Europe,Italy,3054,2003
1,Europe,Netherlands,6034,2003
1,Europe,Greece,842,2003
1,Europe,Belgium-luxembourg,1623,2003
1,Europe,Switzerland,4068,2003
1,Europe,Austria,1295,2003
1,Europe,Scandinavia,8887,2003
1,Europe,CIS & Eastern Europe,6167,2003
1,Americas,USA,29475,2003
1,Americas,Canada,7685,2003
1,Oceania,Australia,46479,2003
1,Oceania,New Zealand,7540,2003
2,Asia,Brunei,3789,2003
2,Asia,Indonesia,100371,2003
2,Asia,Malaysia,40312,2003
2,Asia,Philippines,15927,2003
2,Asia,Thailand,19673,2003
2,Asia,Vietnam,4203,2003
2,Asia,Myanmar,1395,2003
2,Asia,Japan,50469,2003
2,Asia,Hong Kong,24563,2003
2,Asia,"China, People's Republic Of",89704,2003
2,Asia,Taiwan,17940,2003
2,Asia,"Korea, Republic Of",32707,2003
2,Asia,India,23730,2003
2,Asia,Pakistan,659,2003
2,Asia,"Sri Lanka, Republic Of",3849,2003
2,Asia,Saudi Arabia,500,2003
2,Asia,Kuwait,353,2003
2,Asia,United Arab Emirates,1238,2003
2,Europe,United Kingdom,44006,2003
2,Europe,Germany,14427,2003
2,Europe,France,6290,2003
2,Europe,Italy,2362,2003
2,Europe,Netherlands,5692,2003
2,Europe,Greece,706,2003
2,Europe,Belgium-luxembourg,1749,2003
2,Europe,Switzerland,3837,2003
2,Europe,Austria,1210,2003
2,Europe,Scandinavia,8901,2003
2,Europe,CIS & Eastern Europe,5195,2003
2,Americas,USA,24805,2003
2,Americas,Canada,6208,2003
2,Oceania,Australia,31270,2003
2,Oceania,New Zealand,4552,2003
3,Asia,Brunei,4147,2003
3,Asia,Indonesia,103840,2003
3,Asia,Malaysia,39542,2003
3,Asia,Philippines,15544,2003
3,Asia,Thailand,21581,2003
3,Asia,Vietnam,2966,2003
3,Asia,Myanmar,1687,2003
3,Asia,Japan,54497,2003
3,Asia,Hong Kong,16460,2003
3,Asia,"China, People's Republic Of",54063,2003
3,Asia,Taiwan,11498,2003
3,Asia,"Korea, Republic Of",25186,2003
3,Asia,India,25096,2003
3,Asia,Pakistan,796,2003
3,Asia,"Sri Lanka, Republic Of",4044,2003
3,Asia,Saudi Arabia,252,2003
3,Asia,Kuwait,116,2003
3,Asia,United Arab Emirates,1099,2003
3,Europe,United Kingdom,42578,2003
3,Europe,Germany,14224,2003
3,Europe,France,6255,2003
3,Europe,Italy,2223,2003
3,Europe,Netherlands,5622,2003
3,Europe,Greece,776,2003
3,Europe,Belgium-luxembourg,1543,2003
3,Europe,Switzerland,3410,2003
3,Europe,Austria,996,2003
3,Europe,Scandinavia,7739,2003
3,Europe,CIS & Eastern Europe,4518,2003
3,Americas,USA,24352,2003
3,Americas,Canada,5792,2003
3,Oceania,Australia,32276,2003
3,Oceania,New Zealand,5280,2003
4,Asia,Brunei,704,2003
4,Asia,Indonesia,38859,2003
4,Asia,Malaysia,13321,2003
4,Asia,Philippines,7796,2003
4,Asia,Thailand,6318,2003
4,Asia,Vietnam,1094,2003
4,Asia,Myanmar,986,2003
4,Asia,Japan,12501,2003
4,Asia,Hong Kong,4808,2003
4,Asia,"China, People's Republic Of",23002,2003
4,Asia,Taiwan,2531,2003
4,Asia,"Korea, Republic Of",2890,2003
4,Asia,India,12756,2003
4,Asia,Pakistan,479,2003
4,Asia,"Sri Lanka, Republic Of",1718,2003
4,Asia,Saudi Arabia,87,2003
4,Asia,Kuwait,19,2003
4,Asia,United Arab Emirates,406,2003
4,Europe,United Kingdom,22130,2003
4,Europe,Germany,5927,2003
4,Europe,France,1483,2003
4,Europe,Italy,455,2003
4,Europe,Netherlands,2870,2003
4,Europe,Greece,304,2003
4,Europe,Belgium-luxembourg,494,2003
4,Europe,Switzerland,1283,2003
4,Europe,Austria,335,2003
4,Europe,Scandinavia,3673,2003
4,Europe,CIS & Eastern Europe,2377,2003
4,Americas,USA,5640,2003
4,Americas,Canada,1769,2003
4,Oceania,Australia,13845,2003
4,Oceania,New Zealand,3148,2003
5,Asia,Brunei,469,2003
5,Asia,Indonesia,54851,2003
5,Asia,Malaysia,14161,2003
5,Asia,Philippines,7357,2003
5,Asia,Thailand,8148,2003
5,Asia,Vietnam,977,2003
5,Asia,Myanmar,1052,2003
5,Asia,Japan,7056,2003
5,Asia,Hong Kong,5510,2003
5,Asia,"China, People's Republic Of",3994,2003
5,Asia,Taiwan,1283,2003
5,Asia,"Korea, Republic Of",2552,2003
5,Asia,India,13087,2003
5,Asia,Pakistan,392,2003
5,Asia,"Sri Lanka, Republic Of",1779,2003
5,Asia,Saudi Arabia,30,2003
5,Asia,Kuwait,4,2003
5,Asia,United Arab Emirates,263,2003
5,Europe,United Kingdom,12867,2003
5,Europe,Germany,3963,2003
5,Europe,France,1418,2003
5,Europe,Italy,271,2003
5,Europe,Netherlands,2299,2003
5,Europe,Greece,275,2003
5,Europe,Belgium-luxembourg,386,2003
5,Europe,Switzerland,860,2003
5,Europe,Austria,175,2003
5,Europe,Scandinavia,1893,2003
5,Europe,CIS & Eastern Europe,1930,2003
5,Americas,USA,6422,2003
5,Americas,Canada,1395,2003
5,Oceania,Australia,12198,2003
5,Oceania,New Zealand,2911,2003
6,Asia,Brunei,2386,2003
6,Asia,Indonesia,94919,2003
6,Asia,Malaysia,26966,2003
6,Asia,Philippines,11419,2003
6,Asia,Thailand,14363,2003
6,Asia,Vietnam,2469,2003
6,Asia,Myanmar,1504,2003
6,Asia,Japan,14051,2003
6,Asia,Hong Kong,16426,2003
6,Asia,"China, People's Republic Of",8405,2003
6,Asia,Taiwan,5412,2003
6,Asia,"Korea, Republic Of",8477,2003
6,Asia,India,19780,2003
6,Asia,Pakistan,707,2003
6,Asia,"Sri Lanka, Republic Of",4279,2003
6,Asia,Saudi Arabia,93,2003
6,Asia,Kuwait,38,2003
6,Asia,United Arab Emirates,837,2003
6,Europe,United Kingdom,15840,2003
6,Europe,Germany,4094,2003
6,Europe,France,2337,2003
6,Europe,Italy,668,2003
6,Europe,Netherlands,2925,2003
6,Europe,Greece,308,2003
6,Europe,Belgium-luxembourg,597,2003
6,Europe,Switzerland,1217,2003
6,Europe,Austria,279,2003
6,Europe,Scandinavia,3015,2003
6,Europe,CIS & Eastern Europe,2399,2003
6,Americas,USA,13192,2003
6,Americas,Canada,2185,2003
6,Oceania,Australia,20786,2003
6,Oceania,New Zealand,4390,2003
7,Asia,Brunei,4043,2003
7,Asia,Indonesia,139956,2003
7,Asia,Malaysia,36568,2003
7,Asia,Philippines,15959,2003
7,Asia,Thailand,24007,2003
7,Asia,Vietnam,6053,2003
7,Asia,Myanmar,2146,2003
7,Asia,Japan,28636,2003
7,Asia,Hong Kong,29541,2003
7,Asia,"China, People's Republic Of",20989,2003
7,Asia,Taiwan,18298,2003
7,Asia,"Korea, Republic Of",25714,2003
7,Asia,India,27038,2003
7,Asia,Pakistan,1056,2003
7,Asia,"Sri Lanka, Republic Of",6794,2003
7,Asia,Saudi Arabia,236,2003
7,Asia,Kuwait,381,2003
7,Asia,United Arab Emirates,2415,2003
7,Europe,United Kingdom,28032,2003
7,Europe,Germany,8183,2003
7,Europe,France,5231,2003
7,Europe,Italy,1469,2003
7,Europe,Netherlands,5067,2003
7,Europe,Greece,781,2003
7,Europe,Belgium-luxembourg,1299,2003
7,Europe,Switzerland,2439,2003
7,Europe,Austria,593,2003
7,Europe,Scandinavia,5465,2003
7,Europe,CIS & Eastern Europe,2902,2003
7,Americas,USA,22059,2003
7,Americas,Canada,3495,2003
7,Oceania,Australia,37699,2003
7,Oceania,New Zealand,7785,2003
8,Asia,Brunei,4079,2003
8,Asia,Indonesia,113944,2003
8,Asia,Malaysia,39574,2003
8,Asia,Philippines,18258,2003
8,Asia,Thailand,27273,2003
8,Asia,Vietnam,5599,2003
8,Asia,Myanmar,1873,2003
8,Asia,Japan,43016,2003
8,Asia,Hong Kong,34391,2003
8,Asia,"China, People's Republic Of",52847,2003
8,Asia,Taiwan,19466,2003
8,Asia,"Korea, Republic Of",30591,2003
8,Asia,India,28782,2003
8,Asia,Pakistan,913,2003
8,Asia,"Sri Lanka, Republic Of",5858,2003
8,Asia,Saudi Arabia,559,2003
8,Asia,Kuwait,1022,2003
8,Asia,United Arab Emirates,2863,2003
8,Europe,United Kingdom,34753,2003
8,Europe,Germany,11170,2003
8,Europe,France,6819,2003
8,Europe,Italy,2403,2003
8,Europe,Netherlands,5030,2003
8,Europe,Greece,1148,2003
8,Europe,Belgium-luxembourg,1459,2003
8,Europe,Switzerland,2534,2003
8,Europe,Austria,789,2003
8,Europe,Scandinavia,4444,2003
8,Europe,CIS & Eastern Europe,3218,2003
8,Americas,USA,25810,2003
8,Americas,Canada,3917,2003
8,Oceania,Australia,36673,2003
8,Oceania,New Zealand,7990,2003
9,Asia,Brunei,3748,2003
9,Asia,Indonesia,114193,2003
9,Asia,Malaysia,42631,2003
9,Asia,Philippines,16008,2003
9,Asia,Thailand,22090,2003
9,Asia,Vietnam,4086,2003
9,Asia,Myanmar,1730,2003
9,Asia,Japan,47623,2003
9,Asia,Hong Kong,17839,2003
9,Asia,"China, People's Republic Of",57716,2003
9,Asia,Taiwan,13190,2003
9,Asia,"Korea, Republic Of",20942,2003
9,Asia,India,30343,2003
9,Asia,Pakistan,904,2003
9,Asia,"Sri Lanka, Republic Of",4381,2003
9,Asia,Saudi Arabia,326,2003
